MAL_ID,English name
134,Gunslinger Girl
135,Hikaru no Go
136,Hunter x Hunter
137,Hunter x Hunter: Original Video Animation
138,Hunter x Hunter: Greed Island
139,Hunter x Hunter: Greed Island Final
141,Jinki:Extend
142,Kamikaze Kaitou Jeanne
143,Destiny of the Shrine Maiden
144,Kanon
145,His and Her Circumstances
146,This Ugly Yet Beautiful World
147,Rumbling Hearts
148,Diamond Daydreams
149,Loveless
150,Blood+
151,Re: Cutey Honey
152,Solty Rei
153,The Twelve Kingdoms
154,Shaman King
155,X - The Movie
156,X
157,Negima!
158,Maria Watches Over Us
159,The Melody of Oblivion
160,"Now and Then, Here and There"
161,Peace Maker Kurogane
162,Pita-Ten
163,Power Stone
164,Princess Mononoke
165,RahXephon
166,Samurai 7
167,Scrapped Princess
168,s-CRY-ed
169,Lunar Legend Tsukihime
170,Slam Dunk
171,Strange Dawn
173,Tactics
174,Tenjho Tenge
175,Tokyo Underground
176,Triangle Heart: Sweet Songs Forever
177,Tsubasa RESERVoir CHRoNiCLE
178,Ultramaniac - Magical Girl
179,Ultra Maniac OVA
180,Vandread
181,Vandread: The Second Stage
182,The Vision of Escaflowne
183,Whistle!
184,Xenosaga The Animation
185,Initial D First Stage
186,Initial D Second Stage
187,Initial D Third Stage
188,Masquerade
189,Love Hina
190,Love Hina Again
191,Love Hina Christmas Movie
192,Love Hina Spring Movie
193,Maburaho
194,Macross Zero
195,Please Teacher!
196,Please Twins
197,Rizelmine
198,Speed Grapher
199,Spirited Away
200,Cheeky Angel
201,Video Girl Ai
202,Wolf's Rain
203,Words Worth
204,Yumeria
205,Samurai Champloo
206,Record of Lodoss War:Chronicles of the Heroic Knight
207,Record of Lodoss War
208,R.O.D - Read or Die
209,R.O.D -The TV-
210,Ranma ½
211,Pure Mail
212,Project A-Ko
213,Welcome to Pia Carrot
214,Welcome To Pia Carrot 2
215,Pia Carrot e Youkoso!! 2 DX
216,Welcome to Pia Carrot! Sayaka's Love Story
217,New Angel
218,Martian Successor Nadesico
219,Martian Successor Nadesico:The Prince of Darkness
220,Mystery of the Necronomicon
221,Mezzo Forte
222,Mezzo DSA
223,Dragon Ball
225,Dragon Ball GT
226,Elfen Lied
227,FLCL
228,Hell Girl
229,Ninja Nonsense
230,Air Master
231,Shrine of the Morning Mist
232,Cardcaptor Sakura
233,Daa! Daa! Daa!
234,Dan Doh!!
235,Case Closed
236,E's Otherwise
237,Eureka Seven
238,Flame of Recca
239,Gankutsuou:The Count of Monte Cristo
240,Genshiken
241,Girls Bravo
242,The Gokusen
243,Gravitation
244,Agatha Christie's Great Detectives Poirot and Marple
245,Great Teacher Onizuka
246,Rave Master
247,Haruka:Beyond the Stream of Time – A Tale of the Eight Guardians
248,Strawberry 100%
249,InuYasha
250,Zatch Bell!
251,King From Now On!
252,Madlax
253,Haré+Guu
254,Haré+Guu Deluxe
255,Jungle wa Itsumo Hare nochi Guu Final
256,Voices of a Distant Star
257,Ikki Tousen
258,Hitsuji no Uta
259,Happy☆Lesson
260,Happy☆Lesson (TV)
261,Happy☆Lesson: Advance
262,Happy☆Lesson: The Final
263,Fighting Spirit
264,Fighting Spirit:Champion Road
265,Hajime no Ippo: Mashiba vs. Kimura
266,Gunparade March:A New Song for the March
267,Gungrave
268,Golden Boy
269,Bleach
270,Hellsing
271,Gad Guard
272,Noir
273,Someday's Dreamers
274,Kiddy Grade
275,Love♥Love?
276,Mahoromatic:Automatic Maiden
277,Mahoromatic ~Something More Beautiful~
278,Viewtiful Joe
279,Requiem from the Darkness
280,Animal Lane
281,Akane Maniax
282,Angel Heart
283,Anne of Green Gables
284,Area 88 (TV)
285,Argento Soma
286,B'T X
287,Grappler Baki (TV)
288,Beyblade
289,Comic Party
290,Crest of the Stars
291,D.C.S.S. ~Da Capo Second Season~
292,Hoop Days
293,Di Gi Charat
294,Divergence Eve
295,Misaki Chronicle:Divergence Eve
296,Dragon Drive
297,Grenadier:The Beautiful Warrior
298,.hack//Legend Of The Twilight
299,.hack//Liminality
300,3x3 Eyes
301,Cinderella Boy
302,Future Boy Conan
303,Oh! My Goddess:The Adventures of Mini-Goddess
304,Ah! My Goddess:The Movie
305,Abashiri Ikka
306,Magical☆Shopping Arcade Abenobashi
307,Adventures On Rainbow Pond
308,Zettai Shounen
309,Akahori's Heretical Hour Love Game
310,Three Little Ghosts
311,Ace wo Nerae!
312,Ace wo Nerae!: Final Stage
313,Aim for the Ace! (1979)
314,Ace wo Nerae! 2
315,A Chinese Ghost Story
316,"F3:Frantic, Frustrated & Female"
317,Final Fantasy VII: Advent Children
318,Hand Maid May
319,Happy World!
320,Kite
321,Najica Blitz Tactics
322,Paradise Kiss
323,Paranoia Agent
324,Patlabor:The Mobile Police - The TV Series
325,Peach Girl:Super Pop Love Hurricane
326,Pet Shop of Horrors
327,Petite Princess Yucie
328,Piano:The Melody of a Young Girl's Heart
329,Planetes
330,Midori Days
331,Magical Circle Guru Guru
332,Magical Circle Guru Guru 2
333,Mama is Just a Fourth Grade Pupil
334,Marmalade Boy
335,Mythical Detective Loki Ragnarok
336,Ginyuu Mokushiroku Meine Liebe
337,Psychic Academy
338,The Rose of Versailles
339,Serial Experiments Lain
340,Time of Shura
341,Spiral:Bond of Reasoning
342,Starship Operators
343,Tsukuyomi:Moon Phase
344,Twin Spica
345,Emma:A Victorian Romance
346,Double Wish
347,Wild Arms
348,Bottle Fairy
349,Magical Kanan
350,Magical DoReMi
351,Ojamajo Doremi Sharp
352,More! Useless Witch Doremi
353,Useless Witch Doremi Kaboom!
354,Ultimate Girls
355,Shakugan no Shana:Season I
356,Fate/stay night
357,Bludgeoning Angel Dokuro-chan
358,"Iriya no Sora, UFO no Natsu"
359,I'll/CKBC
360,Legend of Himiko
361,Memories Off
362,Memories Off 2nd
363,Memories Off 3.5
364,Gallery Fake
365,Fake
366,Agent AIKa
367,Akazukin Chacha OVA
368,Bible Black
369,Boogiepop Phantom
370,Burn Up Excess
371,Cardcaptor Sakura The Movie
372,Card Captor Sakura Movie 2:The Sealed Card
373,All Purpose Cultural Cat Girl Nuku Nuku
374,All Purpose Cultural Cat Girl Nuku Nuku Dash!
375,All Purpose Cultural Cat Girl Nuku Nuku TV
376,Elfen Lied:In the Passing Rain
377,eX-Driver
378,eX-Driver the Movie
379,Excel Saga
380,Mysterious Play OVA
381,Mysterious Play OVA 2
382,Step Up Love Story
383,Galaxy Angel
384,Gantz
385,Gilgamesh
386,H2
387,Haibane Renmei
388,Capeta
389,Karas
390,Suzuka
391,Tales of Phantasia
392,Yu Yu Hakusho:Ghost Files
393,Escaflowne:A Girl in Gaea
394,Ai Yori Aoshi:Enishi
395,Gantz:Second Stage
396,Banner of the Stars
397,Banner of the Stars II
398,Seikai no Senki III
399,Seikai no Senki Special
400,Outlaw Star
401,Samurai X:Reflection
402,Otogi Juushi Akazukin OVA
403,Hanaukyou Maid-tai
404,Bastard!!
405,Blood:The Last Vampire
406,Buzzer Beater
407,Detective School Q
408,Final Fantasy VII:Last Order
411,Gun x Sword
412,He is My Master
413,Mars of Destruction
415,My Neighbors the Yamadas
416,Porco Rosso
417,Ragnarok the Animation
418,"Ranma ½:Big Trouble in Nekonron, China"
419,Samurai Deeper Kyo
420,Spriggan
421,Stratos 4
422,Stratos 4 OVA
423,Stratos 4 Advance
424,Dirty Pair
425,Araiso Private High School Student Council Executive Committee
426,Legend of the Crystals:Final Fantasy
427,Kaleido Star
428,Kaleido Star:New Wings Extra Stage
429,Kaleido Star:Legend of Phoenix - The Layla Hamilton Story
430,Fullmetal Alchemist:The Movie - Conqueror of Shamballa
431,Howl's Moving Castle
432,Iria:Zeiram The Animation
433,The Place Promised in Our Early Days
434,Legend of Lemnear
435,Magic Knight Rayearth
437,Perfect Blue
438,Phantom:The Animation
439,RG Veda
440,Revolutionary Girl Utena
441,Revolutionary Girl Utena:The Adolescence of Utena
442,Naruto the Movie:Ninja Clash in the Land of Snow
443,Onegai☆Teacher: Himitsu na Futari
444,Maria Watches Over Us:Printemps
445,Tales of Eternia
446,Knight Hunters Eternity
447,Knight Hunters
448,Tenjho Tenge:The Ultimate Fight
449,InuYasha the Movie 4:Fire on the Mystic Island
450,InuYasha the Movie 2:The Castle Beyond the Looking Glass
451,InuYasha the Movie 3:Swords of an Honorable Ruler
452,InuYasha the Movie:Affections Touching Across Time
454,.hack//Gift
455,Fantastic Children
456,Best Student Council
457,Mushi-Shi
458,I Dream of Mimi
459,One Piece Movie 1
460,One Piece:Clockwork Island Adventure
461,One Piece:Chopper Kingdom of Strange Animal Island
462,One Piece:Dead End
463,One Piece:The Curse of the Sacred Sword
464,One Piece:Baron Omatsuri and the Secret Island
465,One Piece Movie 7: Karakuri-jou no Mecha Kyohei
466,One Piece:Defeat the Pirate Ganzack!
467,Ghost in the Shell:Stand Alone Complex
468,Ghost in the Shell 2:Innocence
469,Karin
470,My Wife is a High School Girl
471,To Heart 2
472,To Heart
473,Tide-Line Blue
474,Macross Plus
475,Hotori: Tada Saiwai wo Koinegau
476,Skating Rink Kaleidoscope
477,Aria the Animation
478,Aquarion
479,The Law of Ueki
481,Yu-Gi-Oh!
482,Yu-Gi-Oh! GX
483,Kurau Phantom Memory
484,Saiyuki:Requiem
485,Damekko Doubutsu
486,Kino's Journey
487,Girls Bravo:Second Season
488,Strawberry Marshmallow
489,Kamichu!
490,Pani Poni Dash!
492,Armitage III: Dual-Matrix
493,Armitage III: Poly-Matrix
495,Sorcerer Hunters
496,Kamui no Ken
497,"Yamibo:Darkness, The Hat and the Travelers of the Books"
498,Great Planet Evil-Destroyer Dangaio
499,Demon City Shinjuku
501,Doraemon
502,Dragon Ball:Curse of the Blood Rubies
503,The Eternal Aseria
504,Fatal Fury:The Motion Picture
505,Fushigiboshi no☆Futagohime
506,Glass no Kamen
507,Gravitation: Lyrics of Love
508,Hamtaro
509,I My Me! Strawberry Eggs
510,Kakyusei 2
511,Moeyo Ken TV
512,Kiki's Delivery Service
513,Castle in the Sky
514,Le Portrait de Petit Cossette
515,Legend of Crystania:The Motion Picture
516,Sgt. Frog
517,School Rumble: Ichi Gakki Hoshuu
518,Magical Princess Minky Momo
519,Mahoraba: Heartful days
520,Marmalade Boy Movie
521,Mermaid Melody:Pichi Pichi Pitch
522,Metropolis
523,My Neighbor Totoro
524,Onegai☆Twins: Natsu wa Owaranai
525,Otogi Zoshi:The Legend of Magatama
526,Please Save My Earth
527,Pokémon
528,Pokemon:The First Movie
529,"She, The Ultimate Weapon"
530,Sailor Moon
531,Sailor Moon R:The Movie - The Promise of the Rose
532,Sailor Moon S
533,Teacher's Time
534,Slayers
535,Slayers Next
536,Slayers:The Motion Picture
537,Tekken:The Motion Picture
538,Tenchi in Tokyo
539,Tenchi Muyo! Ryo-Ohki
540,Tenchi Muyo! Ryo-Ohki
541,Tenchi Muyou! Ryououki 3rd Season
543,Vampire Hunter D:Bloodlust
544,Venus Wars
545,Mousou Kagaku Series:Wandaba Style
546,Wind: A Breath of Heart (TV)
547,Wind: A Breath of Heart OVA
548,Sky Blue
550,Yu☆Gi☆Oh!
551,Grappler Baki: Saidai Tournament-hen
552,Digimon:Digital Monsters
553,Descendants of Darkness
554,Steel Angel Kurumi
555,Steel Angel Kurumi 2
556,Koutetsu Tenshi Kurumi Zero
557,Steel Angel Kurumi Encore
558,Major S2
559,RahXephon: Kansoukyoku/Kanojo to Kanojo Jishin to - Thatness and Thereness
560,Soukyuu no Fafner: Right of Left - Single Program
561,Sakura Wars
562,Sakura Wars:The New Paris
563,DNA²
564,Puni Puni Poemy
565,Steamboy
566,Birdy the Mighty
567,The Big O
568,Bubblegum Crisis Tokyo 2040
569,The Irresponsible Captain Tylor
570,Jin-Roh:The Wolf Brigade
571,Moldiver
572,Nausicaä of the Valley of the Wind
573,Saber Marionette J
574,The Wings of Rean
576,Magikano
577,Eternal Alice
578,Grave of the Fireflies
579,Battle Programmer Shirase
580,Scorched Bread
581,Labyrinth Of Flames
582,Sexy Commando Gaiden: Sugoi yo!! Masaru-san
584,Noein:to your other self
585,Whisper of the Heart
586,Ayakashi: Japanese Classic Horror
587,Looking Up At The Half-Moon
588,Itsudatte My Santa!
589,Ginga Nagareboshi Gin
590,Guardian Ninja Mamoru
591,Ah My Buddha
592,PopoloCrois
593,Infinite Ryvius
594,Naruto:The Lost Story - Mission:Protect the Waterfall Village
595,X:An Omen
596,Chobits:Chibits - Sumomo and Kotoko Deliver
597,The Cat Returns
598,Android Kikaider
599,Phantom Quest Corp.
600,Legend of Duo
601,Cat Soup
602,KO Century Beast Warriors
603,Pretty Cure
604,Magical Stage Fancy Lala
605,I'm Gonna Be an Angel!
606,Carried by the Wind:Tsukikage Ran
607,Fairy Musketeers
608,Sakura Wars:The Movie
609,Saikano:Another Love Song
610,Popotan
611,Platonic Chain
612,PetoPeto-san
613,Onmyou Taisenki
614,Madam is a Magical Girl
615,Nurse Witch Komugi-chan Magikarte
616,Nurse Angel Ririka SOS
617,Ninja Scroll
618,Ninja Scroll:The Series
619,Ninja Ryuukenden
620,Mermaid Forest
621,Nightwalker:The Midnight Detective
622,Sandglass of Summer Colors
623,Shichinin no Nana
624,Mouse
625,Moekan The Animation
626,"Protect Me, Heavenly Moon Guardian!"
627,Major S1
629,Magic User's Club OVA
630,Magic User's Club
631,Mahoromatic Summer Special
632,Mahoromatic End Year Special
633,Legend of Basara
634,Koi Kaze
635,Jubei-chan the Ninja Girl:Secret of the Lovely Eyepatch
636,Jubei-chan 2:The Counterattack of Siberia Yagyu
637,Iketeru Futari
641,Strawberry 100%
642,Ichigo 100%: Koi ga Hajimaru?! Satsuei Gasshuku - Yureru Kokoro ga Higashi e Nishi e
644,Honey and Clover Specials
645,Hikaru no Go: Hokuto Hai e no Michi
646,Haunted Junction
647,Harukanaru Toki no Naka de: Ajisai Yumegatari
648,Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary
649,Hanaukyo Maid Team:La Verite
650,Gunsmith Cats
651,Green Green Thirteen: Erolutions
652,Galaxy Angel Z
653,Galaxy Angel 3
654,Galaxy Angel 3 Specials
655,Galaxy Angel 4
656,Air in Summer
658,Touhai Densetsu Akagi: Yami ni Maiorita Tensai
659,Azumanga Daioh: Gekijou Tanpen
660,Denshin Mamotte Shugogetten
661,Elf-ban Kakyuusei: Anata dake wo Mitsumete...
664,Fullmetal Alchemist: Reflections
665,JoJo's Bizarre Adventure
666,JoJo's Bizarre Adventure
667,Girl Meets Girl
668,Koi Koi Seven
669,Kujibiki Unbalance
670,Lamune
671,Lemon Angel Project
673,My-Hime Specials
675,One: Kagayaku Kisetsu e
676,Refrain Blue
677,Sentimental Journey
678,Shadow Skill: Eigi
679,Shadow Skill:The Movie
681,Tenbatsu Angel Rabbie☆
682,Angel Tales
683,Angel Tales
684,Tenshi no Shippo Chu!
685,To Heart: Remember My Memories
686,To Heart: Remember My Memories Specials
687,Mew Mew Power
688,Utakata
689,Uta∽Kata: Shotou no Futanatsu
690,Vampire Princess Miyu
691,Yawara!
692,Yesterday Once More
693,Burn Up Scramble
694,Canvas 2:Rainbow Colored Sketch
695,Canvas: Sepia-iro no Motif
696,Tenchi Muyou!
704,Kanon Kazahana
705,Chou Henshin Cosprayers vs. Ankoku Uchuu Shougun the Movie
706,Comic Party Revolution
707,Comic Party Specials
708,Patapata Hikousen no Bouken
709,Mujin Wakusei Survive
710,Rec
711,Space Battleship Yamato
712,Zoids Genesis
713,Air:The Motion Picture
714,Funny Faces in High School
715,If I See You in My Dreams
718,If I See You in My Dreams
719,Ai no Kusabi
721,Princess Tutu
722,Baby☆Love
723,Candy Candy (Movie)
724,Enzai
725,First Kiss Story
727,Goldfish Warning!
729,Sunny Ryoko
730,After School in the Lounge
731,Interstella5555: The 5tory of The 5ecret 5tar 5ystem
732,Vampire Hunter D
733,Kizuna
734,Kizuna:Much Ado About Nothing
736,Level-C
738,MÄR
740,Sailor Moon R
741,Sensitive Pornograph
743,The Ocean Waves
744,Trouble Chocolate
746,Papa to Kiss in the Dark
747,Embracing Love
748,"True Love Story Summer Days, and yet..."
749,Nanami-chan
750,Binchou-tan
751,Bomberman Jetters
752,Fish in the Trap
753,Doctor Shameless
754,The Snow Queen
755,My Sexual Harassment
756,School Days ONA
757,The Boy Who Saw the Wind
758,RahXephon:Pluralitas Concentio
759,Tokyo Godfathers
760,TenjhoTenge:The Past Chapter
761,Naruto:Find the Crimson Four-leaf Clover!
762,Bleach:Memories in the Rain
763,Zoids
764,Zoids:New Century
765,Chou Henshin Cosprayers Specials
766,Kishin Houkou Demonbane
767,Burn Up!
769,Burn Up! W
770,Pale Cocoon
771,Ginyuu Mokushiroku Meine Liebe Wieder
773,Tenamonya Voyagers
776,Nanaka 6/17
777,Hellsing Ultimate
779,Case Closed The Movie:The Time Bombed Skyscraper
780,Case Closed:The Fourteenth Target
781,Case Closed Movie 3:The Last Wizard of the Century
782,Gasaraki
783,Miami Guns
785,Otaku no Video
786,Pugyuru
788,Eiken
789,"Momo, Girl God of Death"
790,Ergo Proxy
791,Arion
792,Ranma ½:Nihao My Concubine
793,xxxHOLiC The Movie:A Midsummer Night's Dream
795,"Brother, Dear Brother"
796,Magical Circle Guru Guru Movie
797,Hanaukyou Maid-tai OVA
798,Yomigaeru Sora: Rescue Wings
799,Kokoro Toshokan
800,NieA Under 7
801,Ghost in the Shell:Stand Alone Complex 2nd GIG
807,Tsubasa RESERVoir CHRoNiCLE The Movie:The Princess in the Birdcage Kingdom
808,Sorcerer Hunters
810,Android Announcer Maico 2010
811,I''s Pure
812,Arjuna
813,Dragon Ball Z
814,Prince of Tennis:Atobe Kara no Okurimono
815,"The Prince of Tennis:The Two Samurai, The First Game"
816,Amazing Nurse Nanako
817,Tactical Roar
818,Sakura Diaries
819,Boku wa Imouto ni Koi wo Suru
820,Legend of the Galactic Heroes
821,Initial D Battle Stage
822,Initial D Extra Stage
823,Virgin Night
824,Guardian Hearts
825,King of Fighters: Another Day
827,Milk Money
828,Love Lessons
830,Sexfriend
831,A Little Snow Fairy Sugar
832,Ginsoukikou Ordian
833,Super Heavy God Gravion
834,Bleach: The Sealed Sword Frenzy
835,Sister Princess: Re Pure
836,Sister Princess
837,Today in Class 5-2
838,Shadow Star Narutaru
839,Samurai Spirits 2
840,The World of Narue
841,Colorful
842,Ushio and Tora
844,Gash Bell The 1st Movie:Unlisted Demon
845,Kiba
846,School Rumble 2nd Semester
848,Jinki:Extend
849,The Melancholy of Haruhi Suzumiya
850,Gakuen Heaven
851,Kyou kara Ore wa!!
852,Neighborhood Stories
853,Ouran High School Host Club
854,Soul Link
855,Strawberry Panic
856,Utawarerumono
857,Air Gear
858,Gunparade Orchestra
859,Digimon Data Squad
860,Disgaea
861,xxxHOLiC
863,High School Girls
864,Mobile Suit Gundam SEED MSV Astray
865,Metal Armor Dragonar
866,Slayers Premium
867,Slayers Gorgeous
868,Slayers Movie 3
869,Slayers Movie 2
870,Dragon Half
872,Tweeny Witches
873,.hack//roots
874,Digimon Tamers
875,Mind Game
876,Street Fighter II:The Animated Series
877,Nana
878,Zegapain
879,Simoun
880,Ah! My Goddess:Flights of Fancy
881,Green Green OVA
882,Yu Yu Hakusho:The Movie
883,Yu Yu Hakusho the Movie:Poltergeist Report
884,Blade of the Phantom Master
885,Angel's Egg
886,Ah My Buddha Katsu
887,Megami Kouhosei Special Curriculum
888,Megami Kouhosei
889,Black Lagoon
890,King of Braves GaoGaiGar
891,Dragon Ball:Sleeping Princess in Devil's Castle
892,Dragon Ball:Mystical Adventure
893,Dragon Ball:The Path to Power
894,Dragon Ball Z:Dead Zone
895,Dragon Ball Z:The World's Strongest
896,Dragon Ball Z:The Tree of Might
897,Dragon Ball Z:Lord Slug
898,Dragon Ball Z:Cooler's Revenge
899,Dragon Ball Z:The Return of Cooler
900,Dragon Ball Z:Super Android 13!
901,Dragon Ball Z:Broly – The Legendary Super Saiyan
902,Dragon Ball Z:Bojack Unbound
903,Dragon Ball Z:Broly – Second Coming
904,Dragon Ball Z:Bio-Broly
905,Dragon Ball Z:Fusion Reborn
906,Dragon Ball Z:Wrath of the Dragon
907,Princess Princess
908,Fullmetal Alchemist:Premium OVA Collection
909,Geneshaft
910,Himawari!
911,Zatch Bell Movie 2
912,Ninkuu
913,Fighting Beauty Wulong
914,The Ping-Pong Club
915,Ginga Densetsu Weed
916,Tokko
917,Riding Bean
918,Gintama
919,Ray The Animation
920,Nurse Witch Komugi-chan Magikarte Special
921,Nurse Witch Komugi-chan Magikarte Z
924,Transformers Super-God Masterforce
925,Transformers The Headmasters
926,Transformers Victory
927,Transformers Energon
928,Transformers Cybertron
929,Aura Battler Dunbine
930,Space Runaway Ideon
932,Ichigeki Sacchuu!! Hoihoi-san
933,Magical Witch Punie-Chan
934,When They Cry
935,Witchblade
936,Naruto the Movie 2:Legend of the Stone of Gelel
937,Appleseed
938,Shin Getter Robo vs. Neo Getter Robo
940,Inukami!
941,Renkin San-kyuu Magical? Pokaan
942,The Good Witch Of The West
943,Yume Tsukai
944,The Third: Aoi Hitomi no Shoujo
949,Gunbuster
950,Street Fighter Alpha:Generations
951,Chibi Maruko-chan
952,Magical Meow Meow Taruto
953,Jyu-Oh-Sei:Planet of the Beast King
956,Dino Mech Gaiking
957,The Story of Saiunkoku
958,HeatGuy J
959,The Legend of Condor Hero
960,Legend of the Condor Hero II
961,Virtua Fighter
962,Aria the Natural
963,Love Hina:Motoko's Choice Between Love or Swords:Don't cry!
964,Hit wo Nerae!
965,Gargoyle of Yoshinaga House
966,Shin Chan
967,Fist of the North Star
968,Fighting Beauty Wulong Rebirth
969,Tsubasa RESERVoir CHRoNiCLE Season Two
970,Yokoyama Mitsuteru Sangokushi
971,Astro Boy (2003)
972,Bible Black Origins
973,Glass Fleet:The Legend of the Wind of the Universe
974,Dead Leaves
975,Yokohama Kaidashi Kikou
976,Yokohama Kaidashi Kikou: Quiet Country Cafe
977,The Legend of the Blue Wolves
978,Getter Robo:Armageddon
979,Street Fighter Alpha:The Movie
980,Ground Defense Force! Mao-chan
981,Ichigo 100% Original DVD Animation
982,Cosplay Complex
983,Cosplay Complex: Extra Identification
984,Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku
985,Dragon Ball Z Special 2:The History of Trunks
986,"Dragon Ball Z Special 1:Bardock, The Father of Goku"
987,Dragon Ball GT:A Hero's Legacy
988,Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi The Animation
989,Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi
990,Kamisama Kazoku
991,Usagi-chan de Cue!!
992,Dual! Parallel Trouble Adventure
993,Dual! Parallel Runrun Monogatari Special;
994,Sin in the Rain
995,Prince of Tennis:National Championship Chapter
996,Sailor Moon Sailor Stars
997,Sailor Moon S Movie:Hearts in Ice
998,Blue Seed
999,Blue Seed Beyond
1000,Space Pirate Captain Harlock
1001,Tide-Line Blue: Kyoudai
1002,Gunbuster 2
1003,Aa! Megami-sama! (TV) Specials
1004,She and Her Cat:Their Standing Points
1005,Star Ocean EX
1006,Tenchi Muyo! In Love
1007,Ranma ½ OVA
1008,Ranma ½: Yomigaeru Kioku
1009,Art of Fighting
1010,Ranma ½:Team Ranma vs. The Legendary Phoenix
1011,Ranma ½ Super
1012,Sexy Commando Gaiden: Sugoi yo!! Masaru-san Specials
1013,Le Chevalier D'Eon
1014,Sugar:A Little Snow Fairy Summer Special
1015,Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi
1016,Battle Angel Alita
1017,Orphen
1018,Orphen 2:Revenge
1019,Mirage of Blaze
1020,Mirage of Blaze:Rebels of the River Edge
1021,Kaikan Phrase
1022,Generator Gawl
1023,Wolf's Rain OVA
1024,Knight Hunters OVA
1025,Legend of Black Heaven
1026,Eight Clouds Rising
1027,Psychic Force
1028,Princess Arete
1029,Only Yesterday
1030,Pom Poko
1031,Yonna in the Solitary Fortress
1032,"Like the Clouds, Like the Wind"
1033,Millennium Actress
1034,Royal Space Force:The Wings of Honneamise
1035,Patalliro Saiyuuki!
1036,Kashou no Tsuki: Aki Kyougen
1037,Saint Beast: Seijuu Kourin-hen
1038,Mizuiro
1039,Mizuiro (2003)
1040,Mizuiro Jidai
1041,Zetsuai 1989
1042,Bronze: Zetsuai Since 1989
1043,Tokyo Babylon
1044,The Little Norse Prince
1045,Those Who Hunt Elves
1046,Those Who Hunt Elves II
1047,On Your Mark
1048,SoulTaker
1049,Gauche the Cellist
1050,Bobobo-bo Bo-bobo
1051,Blue Submarine No. 6
1052,Ten Tokyo Warriors
1053,Tokyo Daigaku Monogatari
1055,Blame!
1056,Good Morning Call
1057,Ippatsu Kiki Musume
1058,Moeyo Ken
1059,Mutant Turtles: Choujin Densetsu-hen
1060,Oruchuban Ebichu
